feature,missing_rate
gap_composite,0.022255494278125964
complexity_score,0.0
gap_x_complexity,0.022255494278125964
ret_fwd_1m,0.10797827117394347
ret_5d,0.09793395580501238
ret_20d,0.10139868031991332
ret_60d,0.12304098231147159
