date,gross_ret,net_ret,turnover,rolling_12m_net,rolling_12m_vol,rolling_12m_sharpe
2023-09-30,0.11298468125,0.10898468124999999,4.0,0.19282105674087846,0.22282982025304301,0.8653287810487531
2023-10-31,-0.01701113756613758,-0.02101113756613758,4.0,0.19336097594165816,0.22273101345226906,0.8681367401181207
2023-11-30,0.031286313927470825,0.027286313927470825,4.0,0.21378137069906372,0.2227422002364142,0.9597704003649078
2023-12-31,0.048511281666666656,0.04451128166666665,4.0,0.34384295816930177,0.1928678898939041,1.7827900660833096
2024-01-31,0.10540803333333335,0.10140803333333334,4.0,0.31073639983596846,0.1750641670443903,1.774985738555945
2024-02-29,0.0008728748466566086,-0.0031271251533433915,4.0,0.2587007712954006,0.17533499262433977,1.475465720922431
2024-03-31,0.139783818477131,0.135783818477131,4.0,0.3731328752414146,0.20924976339054854,1.7831937737725938
2024-04-30,0.07693990474022945,0.07293990474022945,4.0,0.5166507498229138,0.18040560414635745,2.8638287167829395
2024-05-31,-0.01437302970423314,-0.01837302970423314,4.0,0.5007201337947782,0.1854220201246145,2.700435112605638
2024-06-30,0.058719610714285705,0.0547196107142857,4.0,0.5105462318106512,0.18586492611602579,2.7468669989513987
2024-07-31,0.2562658666666667,0.25226586666666667,4.0,0.7807020230387214,0.26815556906254595,2.911377249288552
2024-08-31,-0.03398338731528727,-0.03798338731528727,3.9999999999999996,0.7174048310367823,0.2853117667401789,2.5144593201797103
2024-09-30,0.011457336309523808,0.007457336309523808,4.0,0.615877486096306,0.2842743351334258,2.1664899358826757
2024-10-31,0.0018179249662617983,-0.002182075033738202,4.0,0.6347065486287055,0.279633375458712,2.2697810931457294
2024-11-30,-0.03605134805597453,-0.04005134805597453,4.0,0.5673688866452601,0.2940938055905527,1.929210598318994
